案发时间,案件类型,区域分布,点名次数,纬度,经度
201510,入室盗窃,朝阳区太阳宫,1,39.97628,116.443985
201510,入室盗窃,朝阳区亚运村,1,39.991764,116.40803
201510,入室盗窃,丰台区樊家村,1,39.845154,116.31192
201510,入室盗窃,丰台区马家堡,3,39.852848,116.37915
201510,入室盗窃,海淀区马连洼,1,40.032078,116.27776
201511,盗窃非机动车,昌平区回龙观,1,40.06822,116.31366
201511,盗窃非机动车,朝阳区劲松,1,39.884216,116.458916
201511,盗窃非机动车,朝阳区平房,1,39.937176,116.530685
201511,盗窃非机动车,海淀区花园路,1,39.977524,116.36569
201511,盗窃非机动车,海淀区上地,1,40.030952,116.319824
201511,盗窃非机动车,海淀区田村,1,39.93033,116.244995
201511,盗窃非机动车,海淀区羊坊店,1,39.904556,116.31909
201511,盗窃非机动车,西城区白纸坊,1,39.879333,116.359245
201511,撬砸汽车,朝阳区八里庄,1,39.914806,116.48062
201511,撬砸汽车,朝阳区东风,1,39.93854,116.505325
201511,撬砸汽车,朝阳区高碑店,1,39.8996,116.52837
201511,撬砸汽车,朝阳区劲松,1,39.884216,116.458916
201511,撬砸汽车,朝阳区来广营,1,40.024036,116.46376
201511,撬砸汽车,朝阳区六里屯,1,39.930466,116.48552
201511,撬砸汽车,朝阳区三间房,1,39.91374,116.57621
201511,撬砸汽车,怀柔区北房,1,40.325195,116.694756
201511,入室盗窃,朝阳区南皋,1,40.004234,116.52377
201511,入室盗窃,朝阳区潘家园,1,39.87745,116.44892
201511,入室盗窃,朝阳区平房,1,39.937176,116.530685
201511,入室盗窃,大兴区魏善庄,1,39.663746,116.42422
201511,入室盗窃,大兴区西红门,1,39.790897,116.343124
201511,入室盗窃,丰台区六里桥,1,39.883266,116.311005
201511,入室盗窃,丰台区青塔,1,39.89301,116.26413
201511,入室盗窃,海淀区永定路,1,39.912945,116.26467
201511,入室盗窃,石景山区老山,1,39.91007,116.22624
201511,入室盗窃,石景山区新古城,1,39.906612,116.222984
201512,入室盗窃,昌平区天通苑,1,40.06094,116.41812
201512,入室盗窃,朝阳区南湖,1,40.001076,116.46281
201512,入室盗窃,朝阳区平房,1,39.937176,116.530685
201512,入室盗窃,朝阳区三间房,1,39.91374,116.57621
201512,入室盗窃,朝阳区孙河,1,40.041115,116.52356
201512,入室盗窃,朝阳区王四营,1,39.874344,116.53131
201512,入室盗窃,大兴区黄村镇,1,39.72773,116.34025
201512,入室盗窃,丰台区大红门,1,39.83914,116.40512
201512,入室盗窃,丰台区马家堡,1,39.852848,116.37915
201512,入室盗窃,石景山区鲁谷,1,39.903286,116.237625
201512,入室盗窃,石景山区新谷城,1,39.906612,116.222984
201512,入室盗窃,通州区张家湾,1,39.844875,116.712135
